date,AAPL,MSFT,NVDA,GOOGL,AMZN,META,JPM,XOM,UNH,TSLA,SPY,QQQ
2019-03-18,-0.001265471651830219,0.0013737879206627834,0.002284211254931723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014118619864589288,0.0
2019-03-19,-0.00045908518095993944,0.000319303316864028,0.0008287292817679148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004414083488397669,0.0
2019-03-20,-0.0004753713982578178,0.0002516921342905487,0.0008970466464255367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042731134094542433,0.0
2019-03-21,-0.0004893829180089293,0.0001841365280652596,0.0008962426749397068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004135982019630724,0.0
2019-03-22,-0.0005057134122092855,0.00011808973352822605,0.0009643201542912649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039990218114849263,0.0
2019-03-25,-0.001584603814548391,-3.593610999697017e-05,0.0030622075419761696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001119570821441318,0.0
2019-03-26,-0.0005482355109186487,-0.00014008252400821153,0.001097657187939527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003463722344512199,0.0
2019-03-27,-0.0005577553343997232,-0.00020245127415940978,0.0011307178345041358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033384705645400636,0.0
2019-03-28,-0.000564984780001776,-0.0002641203508398915,0.0011636662331437897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003213345340522533,0.0
2019-03-29,-0.0005722262601091099,-0.00032510063075386064,0.001196499384657601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003084695679820282,0.0
2019-04-01,-0.0017407485218644547,-0.0013375304284504175,0.003824222351213935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008525860805754792,0.0
2019-04-02,-0.0005851158552521163,-0.0005638089077396602,0.00136059049627546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026003757797954385,0.0
2019-04-03,-0.0005854584162540144,-0.0006222313097086207,0.001358741805088437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024868276417255863,0.0
2019-04-04,-0.0005858013786012028,-0.0006792873297088997,0.0014247430374163539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023697251774024153,0.0
2019-04-05,-0.0005838279653596068,-0.0007364562022134091,0.0014227160326547583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002256346429239109,0.0
2019-04-08,-0.0017293257484085611,-0.002541172447440898,0.004532692893143508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006108953309624798,0.0
2019-04-09,-0.0005642816671157513,-0.0009575840509055134,0.0015826514462740082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001818113060452209,0.0
2019-04-10,-0.0005599533449660576,-0.0010110124176289093,0.0016137708445400634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017123511781402811,0.0
2019-04-11,-0.0005486432702859201,-0.0010645992612954291,0.0016111707841031109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016139145606719474,0.0
2019-04-12,-0.0005396403018262941,-0.0011168712781765011,0.0016756032171580948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001508257802325108,0.0
2019-04-15,-0.0015499762616248969,-0.0036570762087493325,0.0051856808297090495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003928146532583554,0.0
2019-04-16,-0.0004894899514705786,-0.0013217968394535484,0.0017973040439340782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011187734175077679,0.0
2019-04-17,-0.0004757373929591413,-0.0013720141913989847,0.0017940795375261942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010205849440847459,0.0
2019-04-18,-0.0004572985786412964,-0.001421686998881344,0.0018571949723080738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333222932550456e-05,0.0
2019-04-19,-0.0004388340087019271,-0.001470071409877871,0.0018537521930550582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.388222935007406e-05,0.0
2019-04-22,-0.0012003175937602695,-0.004690785571790479,0.005782256732199009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019897665001744613,0.0
2019-04-23,-0.00035772236068709606,-0.0016597447935478016,0.002003942181340257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.937124270321114e-05,0.0
2019-04-24,-0.0003321225672605621,-0.0017069681983911122,0.001999934428379424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101966911296273e-05,0.0
2019-04-25,-0.00030883622555355483,-0.0017514073539480757,0.0020286630456121113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3032183873737964e-05,0.0
2019-04-26,-0.0002831873319305567,-0.0017975859260440652,0.002057210031348067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4682574828016612e-05,0.0
2019-04-29,-0.0006765646435277217,-0.0056464174454829985,0.006321895265095856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90376066045539e-05,0.0
2019-04-30,-0.00016632737444044476,-0.0019733348368264902,0.002169618859493072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4443931462033746e-06,0.0
2019-05-01,-0.00013589566961424993,-0.002015407177139883,0.0021649218043169327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2340691652235058e-05,0.0
2019-05-02,-0.00010076393119928806,-0.0020569599676883987,0.002224729969369621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.960016391544528e-05,0.0
2019-05-03,-6.796391819008374e-05,-0.002099526284321418,0.002219791532621196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6497037231898446e-05,0.0
2019-05-06,1.6406198730445354e-05,-0.006526910736411096,0.006837222739383142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011833237021918741,0.0
2019-05-07,8.202964785852807e-05,-0.0022600329069449865,0.002327360836574588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.227569913313079e-05,0.0
2019-05-08,0.00011951911134011617,-0.0022992496247350447,0.0023219568052419426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.845019136085927e-05,0.0
2019-05-09,0.00016402623482481005,-0.002337947608225144,0.00234831175425243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.38995963071487e-05,0.0
2019-05-10,0.00020382774447025298,-0.0023753468426805924,0.0024061292977901605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.007619424537204e-05,0.0
2019-05-13,0.0008783888240833093,-0.007332645019911821,0.00726422841260832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024292362394107148,0.0
2019-05-14,0.00038381157659950205,-0.002522804692149494,0.002477110247083747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.116389415841919e-05,0.0
2019-05-15,0.00043279207031354794,-0.0025575588672024363,0.0024709893340841838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.66207439653255e-05,0.0
2019-05-16,0.0004817113379882443,-0.002592563034207407,0.002496099843993793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010098933218427586,0.0
2019-05-17,0.0005305622557543188,-0.0026278221161692983,0.0025210084033613356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010608583942961491,0.0
2019-05-20,0.0019062080242948642,-0.00805992318965476,0.007668187886125999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00034408886576386966,0.0
2019-05-21,0.0007414471275919432,-0.00275945349047646,0.0025879598250047042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012285329317718308,0.0
2019-05-22,0.0007968146054719849,-0.002791178718948517,0.0025812795771618102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012686706331099806,0.0
2019-05-23,0.000852052492020805,-0.002821537738067259,0.00263593453074229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013088234331748438,0.0
2019-05-24,0.0009118039063353844,-0.0028521316696437093,0.0026290046466128647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013417196264131626,0.0
2019-05-27,0.0030861543681399706,-0.00870963039746031,0.008018781633026384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004222074576890611,0.0
2019-05-28,0.0011491137228736292,-0.0029687480853045622,0.0026919935876108525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014698006892066573,0.0
2019-05-29,0.0012102755401695031,-0.002996433285727962,0.002714932126696823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001499125994990358,0.0
2019-05-30,0.0012735290854628545,-0.0030235191823759777,0.002737665463297345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015211859718988752,0.0
2019-05-31,0.001338851865274604,-0.0030499993817567628,0.002730191113377911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001550535444295731,0.0
2019-06-03,0.004409998455463082,-0.009273078306454074,0.00831787445395249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00047760985390665756,0.0
2019-06-04,0.0016020197383521673,-0.0031497245868802315,0.0027893175074182874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016316422041739997,0.0
2019-06-05,0.0016636189900045562,-0.0031730722539530243,0.002811149908267696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016501217374575994,0.0
2019-06-06,0.001729486370000144,-0.0031949311124473967,0.002803269497477112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001664967088664815,0.0
2019-06-07,0.0017881611400385466,-0.00321781010286204,0.0028248587570620654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001676175928509993,0.0
2019-06-10,0.005719652671868802,-0.009747145635762178,0.008568075117370899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000510226022839122,0.0
2019-06-11,0.0020082870173085965,-0.0032992397663813566,0.002880251367392006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017174223932914234,0.0
2019-06-12,0.0020585534024946117,-0.0033178687874534374,0.0028719793449565323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017213643563052106,0.0
2019-06-13,0.002106246952375823,-0.0033357880562977504,0.002892681515765272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017289558893762713,0.0
2019-06-14,0.002149127846073906,-0.0033538501596311887,0.002913181424863076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001729254869913266,0.0
2019-06-17,0.006714547436805107,-0.010121361176015697,0.008771677547381396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005192310709623005,0.0
2019-06-18,0.0023088499962040654,-0.0034152748780664766,0.002936480784581974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000172680171497408,0.0
2019-06-19,0.0023436316488296693,-0.0034278558669476045,0.002956309161715742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017197972026827824,0.0
2019-06-20,0.0023737131274337298,-0.0034414063393678473,0.0029475951591417804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017164410216263803,0.0
2019-06-21,0.002405786304091384,-0.003453290515238683,0.002967191341453068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017057778018036984,0.0
2019-06-24,0.007392480551051683,-0.01038868293651074,0.008959765580976109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000505244791649595,0.0
2019-06-25,0.002503167385046634,-0.003492681127434949,0.0029879921809550236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016557598512223493,0.0
2019-06-26,0.002525390800393268,-0.003501328833806827,0.002979090681292984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016414112334672826,0.0
2019-06-27,0.002540876875617215,-0.0035091230888939506,0.0029980013324450994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016197428740460929,0.0
2019-06-28,0.0025584086436729603,-0.003514241999534873,0.0030167164840031457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016053776861280067,0.0
2019-07-01,0.007768670131484745,-0.010534506820371381,0.009078115946028031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004677921963920362,0.0
2019-07-02,0.0026012290052133125,-0.003531146677482777,0.0030352748154225395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015075886229753976,0.0
2019-07-03,0.0026095393399350186,-0.0035316880363722714,0.00305335187154121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000148219770760738,0.0
2019-07-04,0.002611330212039187,-0.0035331149819601837,0.0030168782105290948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014531351115520952,0.0
2019-07-05,0.0026152295388250923,-0.0035326578404323294,0.0030619986993281056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014240597270398503,0.0
2019-07-08,0.007861511040908375,-0.010549917350448967,0.009184969068265936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040677524258236897,0.0
2019-07-09,0.002607122888463431,-0.003521838881515138,0.0030516369087454365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012819916436113132,0.0
2019-07-10,0.002600343473475819,-0.003517294307666119,0.003069040057644523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012455229859453798,0.0
2019-07-11,0.0025914923203336215,-0.0035107629609770763,0.0030596498696322527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012053767864939058,0.0
2019-07-12,0.0025826923885177155,-0.003503168061754547,0.0030768414630912844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001165215887387605,0.0
2019-07-15,0.00769038900498642,-0.010419568411211388,0.009228653780046114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003221207934653858,0.0
2019-07-16,0.00252725903677109,-0.0034638069291562656,0.0030917570612585266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.824367437205606e-05,0.0
2019-07-17,0.0025063644643994465,-0.0034506943470332674,0.0030822275624282636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.312069064748574e-05,0.0
2019-07-18,0.00248975021782738,-0.0034364327886167167,0.0030727566272590323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.762959739161413e-05,0.0
2019-07-19,0.002464986457025864,-0.0034219821195834443,0.0030893042575286245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.250371266704803e-05,0.0
2019-07-22,0.007273805650173548,-0.010129168153183765,0.00929113072284471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002145273522373703,0.0
2019-07-23,0.0023655210484347933,-0.0033493890722230413,0.003077080875942384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9787113859566254e-05,0.0
2019-07-24,0.002337501810238063,-0.0033289409806506187,0.00309320517408862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.355484988700532e-05,0.0
2019-07-25,0.0023055963110458766,-0.0033072556835689326,0.00308366676011107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.732154549969003e-05,0.0
2019-07-26,0.0022738992906246036,-0.003282324815512716,0.0030741869918700093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.1087317152133096e-05,0.0
2019-07-29,0.006627963035736872,-0.009665263090482545,0.009295610546845356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.254487689796086e-05,0.0
2019-07-30,0.0021290382301211164,-0.0031767426868736237,0.003086729572375102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3942063388783232e-05,0.0
2019-07-31,0.002090378235969803,-0.003146321166003885,0.003077230992469593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2373258457038006e-06,0.0
2019-08-01,0.002049948200233631,-0.0031155784004188725,0.0030927320796128033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.338076177809683e-07,0.0
2019-08-02,0.0020077590689118185,-0.0030824750785664046,0.003083196578646419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43878141054688e-06,0.0
2019-08-05,0.005765730525441715,-0.009012041634650192,0.009270735213920966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.227938734954975e-05,0.0
2019-08-06,0.0018235827547410377,-0.0029384100579111783,0.0030700461734944895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0356131857599564e-05,0.0
2019-08-07,0.0017747072525313712,-0.002899436163217528,0.003085135035870712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.879226308784901e-05,0.0
2019-08-08,0.0017221334683095169,-0.002859056708605756,0.003075646251861297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.686038940178051e-05,0.0
2019-08-09,0.0016718018154939784,-0.0028162207650455073,0.0030662156571679144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5660845227411e-05,0.0
2019-08-12,0.004695696038905517,-0.008159189846341453,0.009243310123971948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025088865568800855,0.0
2019-08-13,0.0014474306145304539,-0.0026336406791654943,0.0030528846153845546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010157708508962138,0.0
2019-08-14,0.0013905018928452861,-0.002583581010098812,0.0030435928775132126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011146677813367312,0.0
2019-08-15,0.0013279433306538913,-0.0025331114611384375,0.0030582501075167023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012098663500959006,0.0
2019-08-16,0.0012675880280315077,-0.002481176277068231,0.0030489257300749806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013050312620999094,0.0
2019-08-19,0.003419520330833148,-0.007096069288275997,0.009166468772263014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045193639902341154,0.0
2019-08-20,0.0010050583400402768,-0.002256540592550871,0.0030355798192771566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017146041407700707,0.0
2019-08-21,0.0009360768282142828,-0.002197209779838727,0.0030498533724339083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018168757722181184,0.0
2019-08-22,0.0008672925919241958,-0.0021363956798526873,0.003017190971816186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019227550552902706,0.0
2019-08-23,0.0007928753654204979,-0.002073019468262993,0.003031433634922198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020322360235258685,0.0
2019-08-26,0.0019389717832147824,-0.00581802539482168,0.009066815455432975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006761760869429256,0.0
2019-08-27,0.0004910546849323794,-0.0018079132897389494,0.00301815500875513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024804418259583016,0.0
2019-08-28,0.00041352017746576486,-0.001738217477580628,0.0030090731595266984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025968686884203507,0.0
2019-08-29,0.0003322246302071008,-0.0016670557918189166,0.0029771446892319364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002709549461528127,0.0
