date,ticker,Open,High,Low,Close,Adj Close,Volume
2019-04-18,AAPL,42.7603,43.7591,42.6885,42.8408,42.8408,48252627.0
2019-04-19,AAPL,42.6729,43.0941,42.1736,42.822,42.822,54484493.0
2019-04-22,AAPL,42.477,42.9122,42.477,42.7706,42.7706,18572230.0
2019-04-23,AAPL,42.2423,42.9183,42.2423,42.7553,42.7553,9407399.0
2019-04-24,AAPL,42.9364,43.5951,42.4906,42.7411,42.7411,30924254.0
2019-04-25,AAPL,42.5872,42.8904,42.247,42.7279,42.7279,9040931.0
2019-04-26,AAPL,41.9636,42.8646,41.9636,42.7158,42.7158,5936442.0
2019-04-29,AAPL,42.3717,42.8707,42.3475,42.6869,42.6869,31746703.0
2019-04-30,AAPL,42.327,43.054,42.2611,42.6798,42.6798,7629727.0
2019-05-01,AAPL,42.3957,43.1294,42.3637,42.674,42.674,42997932.0
2019-05-02,AAPL,42.7037,42.7976,41.652,42.6697,42.6697,52752652.0
2019-05-03,AAPL,43.0317,43.0317,42.0747,42.6668,42.6668,70329144.0
2019-05-06,AAPL,42.4341,43.8088,42.2582,42.6675,42.6675,63887734.0
2019-05-07,AAPL,42.4704,42.7712,42.4704,42.671,42.671,6477668.0
2019-05-08,AAPL,42.7664,42.7664,42.6468,42.6761,42.6761,47403922.0
2019-05-09,AAPL,42.9476,43.1104,41.3721,42.6831,42.6831,19081830.0
2019-05-10,AAPL,42.6272,43.2071,42.5394,42.6918,42.6918,8214494.0
2019-05-13,AAPL,42.9538,42.9538,42.6629,42.7293,42.7293,15967051.0
2019-05-14,AAPL,43.0283,43.8115,42.4761,42.7457,42.7457,57434660.0
2019-05-15,AAPL,42.6061,43.2774,42.5092,42.7642,42.7642,69493390.0
2019-05-16,AAPL,42.8238,42.8667,42.7703,42.7848,42.7848,61481394.0
2019-05-17,AAPL,42.9289,43.2272,42.3978,42.8075,42.8075,43513951.0
2019-05-20,AAPL,42.6685,42.9829,42.6685,42.8891,42.8891,16021039.0
2019-05-21,AAPL,43.2346,43.2346,42.9101,42.9209,42.9209,6389090.0
2019-05-22,AAPL,42.5904,43.0687,42.5904,42.9551,42.9551,69676489.0
2019-05-23,AAPL,42.3882,43.1708,42.3882,42.9917,42.9917,5584272.0
2019-05-24,AAPL,43.001,43.3599,42.2296,43.0309,43.0309,27304178.0
2019-05-27,AAPL,43.3258,43.3928,42.7897,43.1637,43.1637,14612864.0
2019-05-28,AAPL,43.2122,43.4637,43.1443,43.2133,43.2133,70025754.0
2019-05-29,AAPL,43.1991,43.4137,42.8849,43.2656,43.2656,46358527.0
2019-05-30,AAPL,43.4542,44.0452,42.9808,43.3207,43.3207,14054741.0
2019-05-31,AAPL,43.231,43.5654,43.0915,43.3787,43.3787,42257620.0
2019-06-03,AAPL,43.5618,44.5506,43.1206,43.57,43.57,77180924.0
2019-06-04,AAPL,43.67,44.8921,43.04,43.6398,43.6398,68012837.0
2019-06-05,AAPL,43.5317,44.05,43.306,43.7124,43.7124,40274620.0
2019-06-06,AAPL,43.9226,44.2711,43.5917,43.788,43.788,52566004.0
2019-06-07,AAPL,43.4698,44.013,43.4698,43.8663,43.8663,65150327.0
2019-06-10,AAPL,44.2944,44.2944,44.0127,44.1172,44.1172,58992984.0
2019-06-11,AAPL,44.2724,44.734,44.1968,44.2058,44.2058,42050293.0
2019-06-12,AAPL,44.2451,44.3906,44.2116,44.2968,44.2968,59317481.0
2019-06-13,AAPL,44.9972,45.6625,43.4552,44.3901,44.3901,56195731.0
2019-06-14,AAPL,44.0715,45.1212,44.0715,44.4855,44.4855,10083582.0
2019-06-17,AAPL,44.9679,44.9679,44.707,44.7842,44.7842,45189468.0
2019-06-18,AAPL,44.612,45.1336,44.5268,44.8876,44.8876,42728782.0
2019-06-19,AAPL,44.8452,45.094,44.2865,44.9928,44.9928,28577012.0
2019-06-20,AAPL,45.2296,45.2645,44.6465,45.0996,45.0996,14810443.0
2019-06-21,AAPL,45.1647,45.267,44.9356,45.2081,45.2081,11985342.0
2019-06-24,AAPL,45.6086,45.7367,45.224,45.5423,45.5423,36880436.0
2019-06-25,AAPL,46.0945,46.0945,45.4727,45.6563,45.6563,30384849.0
2019-06-26,AAPL,45.7459,46.5459,45.6455,45.7716,45.7716,45716246.0
2019-06-27,AAPL,45.9631,46.0337,45.4143,45.8879,45.8879,46269133.0
2019-06-28,AAPL,46.1343,46.1943,45.6576,46.0053,46.0053,61709121.0
2019-07-01,AAPL,46.307,46.4986,45.9099,46.3627,46.3627,74801354.0
2019-07-02,AAPL,46.3803,46.6148,46.1575,46.4833,46.4833,22923599.0
2019-07-03,AAPL,47.2473,47.2473,46.0276,46.6046,46.6046,52680327.0
2019-07-04,AAPL,46.5648,46.9497,46.5648,46.7263,46.7263,29323109.0
2019-07-05,AAPL,47.1679,47.3571,46.6473,46.8485,46.8485,28437708.0
2019-07-08,AAPL,47.1249,47.5189,46.5965,47.2168,47.2168,39069134.0
2019-07-09,AAPL,47.2868,47.8197,46.6762,47.3399,47.3399,62032246.0
2019-07-10,AAPL,47.6358,47.7492,47.2552,47.463,47.463,7780644.0
2019-07-11,AAPL,47.3341,47.9206,47.0131,47.586,47.586,26126413.0
2019-07-12,AAPL,48.075,48.1058,47.4742,47.7089,47.7089,36204872.0
2019-07-15,AAPL,48.0039,48.5595,48.0039,48.0758,48.0758,31671106.0
2019-07-16,AAPL,48.5031,48.6231,47.3729,48.1973,48.1973,67651053.0
2019-07-17,AAPL,48.6135,48.8989,47.8502,48.3181,48.3181,42776513.0
2019-07-18,AAPL,48.1661,49.4699,47.8938,48.4384,48.4384,20786574.0
2019-07-19,AAPL,48.169,48.6498,47.9197,48.5578,48.5578,48313068.0
2019-07-22,AAPL,49.0327,49.2402,48.5284,48.911,48.911,56545588.0
2019-07-23,AAPL,48.594,49.9599,48.315,49.0267,49.0267,6937249.0
2019-07-24,AAPL,49.2871,49.7657,48.8395,49.1413,49.1413,7638743.0
2019-07-25,AAPL,48.9589,49.5429,48.9589,49.2546,49.2546,51222557.0
2019-07-26,AAPL,49.3023,49.8204,48.8999,49.3666,49.3666,48869477.0
2019-07-29,AAPL,49.9827,49.9827,48.6637,49.6938,49.6938,50501389.0
2019-07-30,AAPL,50.3296,50.3296,47.7043,49.7996,49.7996,6445631.0
2019-07-31,AAPL,50.0391,50.7904,49.8519,49.9037,49.9037,70959533.0
2019-08-01,AAPL,49.9963,50.1454,49.9656,50.006,50.006,4388408.0
2019-08-02,AAPL,49.9661,50.6663,49.5024,50.1064,50.1064,8390077.0
2019-08-05,AAPL,50.0757,50.4393,50.0757,50.3953,50.3953,32568026.0
2019-08-06,AAPL,50.9763,51.2434,49.7212,50.4872,50.4872,11694107.0
2019-08-07,AAPL,50.2064,50.7722,49.9316,50.5768,50.5768,75951454.0
2019-08-08,AAPL,51.0497,51.0497,49.9943,50.6639,50.6639,21386210.0
2019-08-09,AAPL,50.9542,51.0954,50.5867,50.7486,50.7486,6976180.0
2019-08-12,AAPL,51.3925,51.7783,50.8676,50.9869,50.9869,59460020.0
2019-08-13,AAPL,51.2337,51.2337,50.3366,51.0607,51.0607,53491947.0
2019-08-14,AAPL,51.1773,51.9081,50.9243,51.1317,51.1317,11023712.0
2019-08-15,AAPL,51.569,51.569,51.1294,51.1996,51.1996,12518476.0
2019-08-16,AAPL,51.1121,51.3325,50.8143,51.2645,51.2645,40995139.0
2019-08-19,AAPL,51.6293,51.6293,51.0465,51.4398,51.4398,24331353.0
2019-08-20,AAPL,51.3752,52.3307,51.2156,51.4915,51.4915,67379647.0
2019-08-21,AAPL,51.3282,52.454,51.1675,51.5397,51.5397,38859519.0
2019-08-22,AAPL,51.6272,51.6272,51.2418,51.5844,51.5844,78585998.0
2019-08-23,AAPL,52.3236,52.3879,50.8619,51.6253,51.6253,38692995.0
2019-08-26,AAPL,51.9756,52.5371,51.6635,51.7254,51.7254,39180681.0
2019-08-27,AAPL,51.9646,52.7172,51.3792,51.7508,51.7508,76994810.0
2019-08-28,AAPL,51.8484,52.5404,51.4911,51.7722,51.7722,31819769.0
2019-08-29,AAPL,51.516,53.0757,51.3994,51.7894,51.7894,48829579.0
2019-08-30,AAPL,51.9897,51.9897,51.6306,51.8024,51.8024,19996041.0
2019-09-02,AAPL,51.6883,52.683,51.6883,51.8149,51.8149,59152367.0
2019-09-03,AAPL,52.4368,53.1196,51.1452,51.81,51.81,7605639.0
2019-09-04,AAPL,51.812,52.4452,51.7379,51.8005,51.8005,20197117.0
2019-09-05,AAPL,51.0684,52.333,51.0684,51.7865,51.7865,28646175.0
2019-09-06,AAPL,51.5073,51.7961,51.5073,51.7682,51.7682,58021976.0
2019-09-09,AAPL,51.7272,51.9227,51.3483,51.6897,51.6897,14072410.0
2019-09-10,AAPL,51.1084,52.0193,51.1084,51.6564,51.6564,15257901.0
2019-09-11,AAPL,51.8832,51.8832,51.3946,51.6197,51.6197,73743732.0
2019-09-12,AAPL,51.7801,51.7844,51.564,51.5799,51.5799,39597621.0
2019-09-13,AAPL,51.3987,51.7811,50.883,51.5372,51.5372,50875129.0
2019-09-16,AAPL,50.4507,52.131,50.4507,51.3939,51.3939,3668488.0
2019-09-17,AAPL,51.4734,52.566,51.0307,51.3416,51.3416,30814268.0
2019-09-18,AAPL,51.2352,51.706,50.7069,51.2875,51.2875,33625180.0
2019-09-19,AAPL,51.3218,51.8112,51.1189,51.2316,51.2316,48322921.0
2019-09-20,AAPL,51.2945,51.58,51.129,51.1743,51.1743,74348367.0
2019-09-23,AAPL,50.6525,52.4483,50.5984,50.9951,50.9951,26132064.0
2019-09-24,AAPL,50.5601,51.191,50.4745,50.9337,50.9337,30145876.0
2019-09-25,AAPL,50.894,50.894,50.7638,50.8717,50.8717,58998040.0
2019-09-26,AAPL,50.6902,50.9666,50.6507,50.8095,50.8095,76182810.0
2019-09-27,AAPL,51.7551,51.7551,49.3929,50.7471,50.7471,42685886.0
2019-09-30,AAPL,50.0874,50.9929,50.0874,50.5612,50.5612,56536228.0
2019-10-01,AAPL,50.494,51.0807,50.4128,50.5003,50.5003,58787035.0
2019-10-02,AAPL,50.2316,51.2707,49.5542,50.4402,50.4402,23610205.0
2019-10-03,AAPL,50.9038,50.9038,50.2637,50.3813,50.3813,56774192.0
2019-10-04,AAPL,50.0769,51.3871,50.0769,50.3235,50.3235,54394631.0
2019-10-07,AAPL,50.0579,50.947,50.0579,50.16,50.16,54417549.0
2019-10-08,AAPL,50.0464,50.1251,49.8691,50.1093,50.1093,68956530.0
2019-10-09,AAPL,50.5006,50.6508,49.189,50.0608,50.0608,39123137.0
2019-10-10,AAPL,49.4872,50.0858,49.4872,50.0148,50.0148,35128922.0
2019-10-11,AAPL,50.1071,50.3976,49.3926,49.9715,49.9715,4328949.0
2019-10-14,AAPL,49.7978,50.5062,49.7978,49.8593,49.8593,23952893.0
2019-10-15,AAPL,49.6057,50.1908,49.4979,49.8285,49.8285,75678494.0
2019-10-16,AAPL,50.2924,50.3872,49.392,49.8013,49.8013,22375375.0
2019-10-17,AAPL,49.9252,49.9252,49.7438,49.778,49.778,73573141.0
2019-10-18,AAPL,49.4216,49.9813,49.4216,49.7587,49.7587,39402259.0
2019-10-21,AAPL,49.218,50.3668,49.212,49.7269,49.7269,58578962.0
2019-10-22,AAPL,49.7118,50.139,49.5282,49.7257,49.7257,11192913.0
2019-10-23,AAPL,49.6535,49.9629,49.592,49.7295,49.7295,59409968.0
2019-10-24,AAPL,49.6788,50.0639,49.3672,49.7385,49.7385,77286029.0
2019-10-25,AAPL,49.8003,50.543,49.5067,49.753,49.753,19565943.0
2019-10-28,AAPL,49.1593,50.0261,49.1593,49.8307,49.8307,5443932.0
2019-10-29,AAPL,49.7394,49.8918,49.7394,49.8688,49.8688,37180783.0
2019-10-30,AAPL,49.6434,50.385,48.9369,49.9132,49.9132,35339983.0
2019-10-31,AAPL,49.8965,50.5413,49.6356,49.9643,49.9643,47417525.0
2019-11-01,AAPL,49.6928,50.2331,49.6928,50.0222,50.0222,28163576.0
2019-11-04,AAPL,50.1005,50.3795,49.8481,50.2385,50.2385,68927056.0
2019-11-05,AAPL,50.1991,50.5178,50.1991,50.3255,50.3255,16516291.0
2019-11-06,AAPL,50.8881,51.2517,49.839,50.4203,50.4203,59208718.0
2019-11-07,AAPL,50.5203,50.7722,50.4188,50.5231,50.5231,28247838.0
2019-11-08,AAPL,50.5577,50.6797,50.5235,50.6341,50.6341,78525199.0
2019-11-11,AAPL,51.1481,51.2097,49.6995,51.0181,51.0181,31252188.0
2019-11-12,AAPL,51.4171,51.4743,50.353,51.1638,51.1638,11780871.0
2019-11-13,AAPL,51.797,51.797,51.2991,51.3186,51.3186,28424941.0
2019-11-14,AAPL,51.283,52.1874,50.9318,51.4828,51.4828,3605849.0
2019-11-15,AAPL,51.7577,51.9528,51.1359,51.6566,51.6566,44967641.0
2019-11-18,AAPL,51.9554,52.3879,51.6934,52.2373,52.2373,75800128.0
2019-11-19,AAPL,51.8403,53.3038,51.8403,52.4513,52.4513,47102233.0
2019-11-20,AAPL,53.0206,53.2099,51.6213,52.6759,52.6759,10801266.0
2019-11-21,AAPL,52.8744,53.9463,52.8744,52.9112,52.9112,49788174.0
2019-11-22,AAPL,53.9273,53.9273,52.6455,53.1575,53.1575,79937736.0
2019-11-25,AAPL,53.717,54.4109,53.7082,53.9639,53.9639,75930194.0
2019-11-26,AAPL,54.0037,54.3109,53.2736,54.256,54.256,56002500.0
2019-11-27,AAPL,54.7371,54.7371,54.1949,54.56,54.56,26769177.0
2019-11-28,AAPL,55.2416,55.9908,54.5447,54.8761,54.8761,41403901.0
2019-11-29,AAPL,55.0768,55.8539,54.8925,55.2045,55.2045,36577349.0
2019-12-02,AAPL,56.2841,56.4305,56.1074,56.2658,56.2658,8975581.0
2019-12-03,AAPL,56.8147,56.8147,56.3083,56.6456,56.6456,50101300.0
2019-12-04,AAPL,57.4326,57.6783,56.7314,57.0387,57.0387,44035999.0
2019-12-05,AAPL,58.4944,58.4944,56.9556,57.4453,57.4453,3495926.0
2019-12-06,AAPL,57.2714,59.3433,57.2714,57.8656,57.8656,53585038.0
2019-12-09,AAPL,58.2943,59.4838,58.2942,59.2108,59.2108,9702671.0
2019-12-10,AAPL,59.6441,59.8439,58.2202,59.688,59.688,19028061.0
2019-12-11,AAPL,60.6336,60.7429,60.1111,60.1799,60.1799,34439768.0
2019-12-12,AAPL,60.8336,60.8336,59.9429,60.6866,60.6866,26387538.0
2019-12-13,AAPL,61.158,61.4582,60.9708,61.2085,61.2085,74820213.0
2019-12-16,AAPL,62.9016,63.2138,62.6074,62.8667,62.8667,15623377.0
2019-12-17,AAPL,63.5302,63.6813,63.0825,63.451,63.451,22043772.0
2019-12-18,AAPL,64.0811,64.1306,62.8268,64.0513,64.0513,22848565.0
2019-12-19,AAPL,64.3155,65.2508,64.3155,64.668,64.668,59094734.0
2019-12-20,AAPL,64.7546,65.6865,64.7546,65.3011,65.3011,72277724.0
2019-12-23,AAPL,66.4336,68.506,66.4336,67.3013,67.3013,47230279.0
2019-12-24,AAPL,67.4744,69.2733,67.4744,68.0024,68.0024,33601141.0
2019-12-25,AAPL,68.2769,69.2058,67.2785,68.7209,68.7209,51174900.0
2019-12-26,AAPL,69.5103,69.5456,69.2798,69.4571,69.4571,34648208.0
2019-12-27,AAPL,70.7248,70.7248,69.9961,70.2111,70.2111,33165440.0
2019-12-30,AAPL,72.2028,72.8954,72.1852,72.5825,72.5825,14762472.0
2019-12-31,AAPL,72.8958,73.9747,72.231,73.41,73.41,32899427.0
2020-01-01,AAPL,74.0665,74.4999,73.2399,74.2524,74.2524,44955413.0
2020-01-02,AAPL,75.3829,75.3829,74.8916,75.09,75.09,38877018.0
2020-01-03,AAPL,76.3536,76.3536,75.0014,75.9031,75.9031,72399026.0
2020-01-06,AAPL,78.204,78.2488,77.6164,78.1711,78.1711,59592185.0
2020-01-07,AAPL,79.119,79.1579,78.5982,78.8698,78.8698,24332450.0
2020-01-08,AAPL,79.5029,80.2104,79.3937,79.5398,79.5398,20731318.0
2020-01-09,AAPL,80.0805,80.7631,79.5008,80.1809,80.1809,65106861.0
2020-01-10,AAPL,80.5188,80.8025,80.3051,80.7931,80.7931,32626533.0
2020-01-13,AAPL,82.2248,83.0775,81.4681,82.4557,82.4557,58496884.0
2020-01-14,AAPL,82.0512,85.6162,81.9785,82.9517,82.9517,11622994.0
2020-01-15,AAPL,83.6625,84.2142,83.3361,83.4184,83.4184,57746422.0
2020-01-16,AAPL,83.7772,83.8647,83.5341,83.8559,83.8559,57395341.0
2020-01-17,AAPL,84.4634,84.4743,84.0701,84.264,84.264,13124219.0
2020-01-20,AAPL,85.6425,85.6425,84.7486,85.3114,85.3114,77781695.0
2020-01-21,AAPL,86.1839,86.8566,83.9702,85.6014,85.6014,54854510.0
2020-01-22,AAPL,85.6393,86.0184,85.6393,85.8618,85.8618,12530088.0
2020-01-23,AAPL,85.9645,86.0954,85.6743,86.0923,86.0923,5099269.0
2020-01-24,AAPL,86.0524,86.785,85.3988,86.2931,86.2931,71749378.0
2020-01-27,AAPL,86.4344,86.7164,86.1923,86.7157,86.7157,64355398.0
2020-01-28,AAPL,86.3172,87.0193,85.913,86.7965,86.7965,61183343.0
2020-01-29,AAPL,86.081,87.0705,85.6656,86.8472,86.8472,46228977.0
2020-01-30,AAPL,85.7424,88.1247,84.578,86.8676,86.8676,55655728.0
2020-01-31,AAPL,87.6679,87.6679,86.5642,86.8578,86.8578,10639880.0
2020-02-03,AAPL,86.5529,87.8305,86.5529,86.646,86.646,9805364.0
2020-02-04,AAPL,87.1157,87.1157,85.9559,86.5143,86.5143,69080165.0
2020-02-05,AAPL,85.5398,87.6165,85.3313,86.3521,86.3521,19414134.0
2020-02-06,AAPL,86.4194,86.4194,84.9961,86.1592,86.1592,36338479.0
2020-02-07,AAPL,85.9149,86.9373,84.7411,85.9356,85.9356,77369926.0
2020-02-10,AAPL,85.3234,85.3234,84.9157,85.0795,85.0795,64990232.0
2020-02-11,AAPL,85.5247,85.5247,84.4704,84.7323,84.7323,32558273.0
2020-02-12,AAPL,85.2564,85.2564,83.8185,84.3539,84.3539,61142440.0
2020-02-13,AAPL,84.2097,84.2097,83.9388,83.9444,83.9444,29786418.0
2020-02-14,AAPL,83.2139,83.6914,82.7943,83.5038,83.5038,42644567.0
2020-02-17,AAPL,81.4806,82.3227,81.1946,81.9938,81.9938,70376581.0
2020-02-18,AAPL,81.079,81.4427,81.079,81.4277,81.4277,57554624.0
2020-02-19,AAPL,81.1407,81.1407,80.5554,80.83,80.83,29195384.0
2020-02-20,AAPL,80.6795,80.8093,79.6107,80.2011,80.2011,44722624.0
2020-02-21,AAPL,79.726,79.726,78.7734,79.5427,79.5427,60724347.0
2020-02-24,AAPL,77.0778,77.8923,76.6838,77.4119,77.4119,53391591.0
2020-02-25,AAPL,76.6493,76.9184,76.5607,76.6568,76.6568,7932455.0
2020-02-26,AAPL,76.4675,76.5061,75.2182,75.8828,75.8828,30063568.0
2020-02-27,AAPL,75.4125,75.4125,74.3656,75.0921,75.0921,79385128.0
2020-02-28,AAPL,74.2489,76.11,73.0805,74.2868,74.2868,44593007.0
2020-03-02,AAPL,72.3045,73.6244,71.6051,71.8043,71.8043,52108499.0
2020-03-03,AAPL,71.8224,72.0588,70.8518,70.9618,70.9618,65717846.0
2020-03-04,AAPL,70.0781,70.4794,69.905,70.1152,70.1152,52307945.0
2020-03-05,AAPL,69.5841,70.885,69.2512,69.2667,69.2667,6717243.0
2020-03-06,AAPL,68.4166,69.1264,67.8945,68.4184,68.4184,53653408.0
2020-03-09,AAPL,66.2922,66.7034,65.7852,65.8963,65.8963,15434994.0
2020-03-10,AAPL,65.4192,65.4192,64.6182,65.0702,65.0702,29294175.0
2020-03-11,AAPL,65.1805,65.2305,64.2268,64.2549,64.2549,7479335.0
2020-03-12,AAPL,63.1807,64.4999,62.0303,63.4526,63.4526,34191877.0
2020-03-13,AAPL,63.504,63.504,61.8417,62.6654,62.6654,44372220.0
2020-03-16,AAPL,60.6046,60.7248,59.8303,60.4155,60.4155,74717865.0
2020-03-17,AAPL,59.2959,59.8356,59.2959,59.7099,59.7099,76012369.0
2020-03-18,AAPL,58.8082,59.7262,58.694,59.03,59.03,63650216.0
2020-03-19,AAPL,58.1657,58.9824,58.1657,58.3778,58.3778,32402668.0
2020-03-20,AAPL,57.5283,58.276,57.504,57.7557,57.7557,9707286.0
2020-03-23,AAPL,55.5146,56.783,54.6768,56.09,56.09,6164001.0
2020-03-24,AAPL,55.6759,55.6759,55.2855,55.6084,55.6084,32683586.0
2020-03-25,AAPL,54.7714,55.4308,54.7008,55.1645,55.1645,12583436.0
2020-03-26,AAPL,54.787,54.787,53.9587,54.7579,54.7579,4191836.0
2020-03-27,AAPL,54.4232,54.5465,54.113,54.3878,54.3878,55402392.0
2020-03-30,AAPL,52.8901,54.1054,52.8901,53.4911,53.4911,35042746.0
2020-03-31,AAPL,53.4532,53.5274,52.9782,53.2612,53.2612,21551890.0
2020-04-01,AAPL,53.4947,53.4947,52.6711,53.0649,53.0649,28821036.0
2020-04-02,AAPL,52.7542,52.9761,52.2271,52.9014,52.9014,22536552.0
2020-04-03,AAPL,53.2326,53.2326,52.479,52.7702,52.7702,63498106.0
